title,author,avg_rating,rating_count,num_pages,genres,pub_year,url
Journey to the End of the Night,Louis-Ferdinand Céline,4.19,45553,453.0,"Fiction, France, Literature",1932.0,https://www.goodreads.com/book/show/12395.Journey_to_the_End_of_the_Night
All Together Dead,Charlaine Harris,4.05,205785,336.0,"Fantasy, Vampires, Paranormal",2007.0,https://www.goodreads.com/book/show/140075.All_Together_Dead
"Night World, No. 1",L.J. Smith,4.06,66164,729.0,"Young Adult, Fantasy, Vampires",2008.0,https://www.goodreads.com/book/show/3099787-night-world-no-1
The Ballad of Songbirds and Snakes,Suzanne Collins,3.98,987585,541.0,"Dystopia, Young Adult, Fantasy",2020.0,https://www.goodreads.com/book/show/51901147-the-ballad-of-songbirds-and-snakes
The Bonfire of the Vanities,Tom Wolfe,3.92,84544,690.0,"Fiction, Classics, Literature",1987.0,https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities
On the Beach,Nevil Shute,3.98,47473,296.0,"Fiction, Science Fiction, Classics",1957.0,https://www.goodreads.com/book/show/38180.On_the_Beach
One Foot in the Grave,Jeaniene Frost,4.28,107307,357.0,"Vampires, Paranormal, Urban Fantasy",2008.0,https://www.goodreads.com/book/show/2168860.One_Foot_in_the_Grave
Beach Read,Emily Henry,3.99,1444548,371.0,"Fiction, Contemporary, Audiobook",2020.0,https://www.goodreads.com/book/show/52867387-beach-read
Babel,R.F. Kuang,4.16,367524,544.0,"Fantasy, Historical Fiction, Dark Academia",2022.0,https://www.goodreads.com/book/show/57945316-babel
The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,4.25,139668,387.0,"Science Fiction, Fiction, Fantasy",1974.0,https://www.goodreads.com/book/show/13651.The_Dispossessed
From Dead to Worse,Charlaine Harris,4.01,193054,368.0,"Fantasy, Vampires, Paranormal",2008.0,https://www.goodreads.com/book/show/2233407.From_Dead_to_Worse
Still Life with Woodpecker,Tom Robbins,4.04,82182,277.0,"Humor, Literature, Novels",1980.0,https://www.goodreads.com/book/show/9566.Still_Life_with_Woodpecker
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,81852,256.0,"Fantasy, Young Adult, Romance",1978.0,https://www.goodreads.com/book/show/41424.Beauty
Childhood’s End,Arthur C. Clarke,4.12,168409,224.0,"Science Fiction, Fiction, Classics",1953.0,https://www.goodreads.com/book/show/414999.Childhood_s_End
How Green Was My Valley,Richard Llewellyn,4.21,18244,448.0,"Classics, Fiction, Historical Fiction",1939.0,https://www.goodreads.com/book/show/40496.How_Green_Was_My_Valley
Eclipse,Stephenie Meyer,3.74,1928017,629.0,"Fantasy, Young Adult, Romance",2007.0,https://www.goodreads.com/book/show/428263.Eclipse
A Dead and Stormy Night,Steffanie Holmes,3.9,11355,302.0,"Fantasy, Romance, Reverse Harem",2019.0,https://www.goodreads.com/book/show/43594238-a-dead-and-stormy-night
The Bhagavad Gita,Krishna-Dwaipayana Vyasa,4.19,77076,160.0,"Philosophy, Religion, Classics",,https://www.goodreads.com/book/show/99944.The_Bhagavad_Gita
Easy,Tammara Webber,4.08,228449,336.0,"Romance, New Adult, Contemporary",2012.0,https://www.goodreads.com/book/show/16056408-easy
Dead and Gone,Charlaine Harris,4.02,193120,320.0,"Fantasy, Vampires, Paranormal",2009.0,https://www.goodreads.com/book/show/5161066-dead-and-gone
Sometimes a Great Notion,Ken Kesey,4.26,23343,628.0,"Fiction, Classics, Literature",1964.0,https://www.goodreads.com/book/show/529626.Sometimes_a_Great_Notion
The Art of Avoiding Your Alpha,Lola Glass,3.9,4731,221.0,"Fantasy, Science Fiction Fantasy, Novels",,https://www.goodreads.com/book/show/208567667-the-art-of-avoiding-your-alpha
The Maltese Falcon,Dashiell Hammett,3.87,112155,213.0,"Mystery, Fiction, Classics",1930.0,https://www.goodreads.com/book/show/29999.The_Maltese_Falcon
The Rime of the Ancient Mariner,Samuel Taylor Coleridge,3.96,61414,77.0,"Poetry, Classics, Fiction",1798.0,https://www.goodreads.com/book/show/732562.The_Rime_of_the_Ancient_Mariner
The Lucky One,Nicholas Sparks,4.13,370533,326.0,"Romance, Fiction, Chick Lit",2007.0,https://www.goodreads.com/book/show/3063499-the-lucky-one
The Poetry of Robert Frost,Robert Frost,4.24,48770,607.0,"Poetry, Classics, Fiction",1969.0,https://www.goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost
Two Twisted Crowns,Rachel Gillig,4.41,350970,437.0,"Fantasy, Romance, Romantasy",2023.0,https://www.goodreads.com/book/show/63910262-two-twisted-crowns
New Moon,Stephenie Meyer,3.61,2054696,563.0,"Fantasy, Young Adult, Romance",2006.0,https://www.goodreads.com/book/show/49041.New_Moon
Vicious,Victoria E. Schwab,4.19,292580,402.0,"Fantasy, Science Fiction, Fiction",2013.0,https://www.goodreads.com/book/show/40874032-vicious
"Everything, Everything",Nicola Yoon,3.97,661157,312.0,"Young Adult, Romance, Contemporary",2015.0,https://www.goodreads.com/book/show/18692431-everything-everything
The Wedding,Nicholas Sparks,4.0,167574,276.0,"Romance, Fiction, Chick Lit",2003.0,https://www.goodreads.com/book/show/3466.The_Wedding
Lady Midnight,Cassandra Clare,4.35,238925,688.0,"Fantasy, Young Adult, Romance",2016.0,https://www.goodreads.com/book/show/25494343-lady-midnight
This Lullaby,Sarah Dessen,4.01,180144,345.0,"Young Adult, Romance, Contemporary",2002.0,https://www.goodreads.com/book/show/22205.This_Lullaby
Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,4.06,151043,687.0,"True Crime, Nonfiction, Crime",1974.0,https://www.goodreads.com/book/show/105992.Helter_Skelter
The House of Mirth,Edith Wharton,3.97,102527,351.0,"Classics, Fiction, Historical Fiction",1905.0,https://www.goodreads.com/book/show/17728.The_House_of_Mirth
Thoughtless,S.C. Stephens,4.08,141338,530.0,"Romance, New Adult, Contemporary",2010.0,https://www.goodreads.com/book/show/13517535-thoughtless
One Dark Window,Rachel Gillig,4.28,471339,399.0,"Fantasy, Romance, Romantasy",2022.0,https://www.goodreads.com/book/show/58340706-one-dark-window
The Lies of Vampires and Slayers,K.M. Shea,4.37,7924,326.0,"Fantasy, Urban Fantasy, Vampires",2023.0,https://www.goodreads.com/book/show/202901080-the-lies-of-vampires-and-slayers
The Art of Avoiding Your Werewolf,Lola Glass,3.86,7037,265.0,"Fantasy, Romance, Paranormal",,https://www.goodreads.com/book/show/205879799-the-art-of-avoiding-your-werewolf
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,3.9,128196,288.0,"Historical Fiction, Young Adult, Fiction",1976.0,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
Passion,Lauren Kate,3.86,174218,420.0,"Young Adult, Fantasy, Romance",2011.0,https://www.goodreads.com/book/show/9369720-passion
Disgrace,J.M. Coetzee,3.86,112867,220.0,"Fiction, Africa, South Africa",1999.0,https://www.goodreads.com/book/show/6192.Disgrace
Safe Haven,Nicholas Sparks,4.22,395162,353.0,"Romance, Fiction, Chick Lit",2010.0,https://www.goodreads.com/book/show/40603730-safe-haven
Wizard and Glass,Stephen King,4.27,212123,845.0,"Fantasy, Fiction, Horror",1997.0,https://www.goodreads.com/book/show/5096.Wizard_and_Glass
The Story of Ferdinand,Munro Leaf,4.37,93500,72.0,"Picture Books, Childrens, Classics",1936.0,https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand
White Noise,Don DeLillo,3.86,122326,320.0,"Fiction, Classics, Literature",1985.0,https://www.goodreads.com/book/show/28251250-white-noise
Wings,Aprilynne Pike,3.76,82664,290.0,"Fantasy, Young Adult, Romance",2009.0,https://www.goodreads.com/book/show/5056084-wings
"Will Grayson, Will Grayson",John Green,3.69,407699,320.0,"Young Adult, Fiction, Contemporary",2010.0,https://www.goodreads.com/book/show/6567017-will-grayson-will-grayson
The Salt Grows Heavy,Cassandra Khaw,3.56,23929,106.0,"Horror, Fantasy, Fiction",2023.0,https://www.goodreads.com/book/show/61884779-the-salt-grows-heavy
The Drawing of the Three,Stephen King,4.24,279246,463.0,"Fantasy, Fiction, Horror",1987.0,https://www.goodreads.com/book/show/5094.The_Drawing_of_the_Three
Bitten,Kelley Armstrong,4.02,104718,436.0,"Urban Fantasy, Fantasy, Paranormal",2001.0,https://www.goodreads.com/book/show/11918.Bitten
The Priory of the Orange Tree,Samantha Shannon,4.18,253335,845.0,"Fantasy, Fiction, LGBT",2019.0,https://www.goodreads.com/book/show/40275288-the-priory-of-the-orange-tree
The Summer I Turned Pretty,Jenny Han,3.75,949639,276.0,"Romance, Young Adult, Contemporary",2009.0,https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty
Faefever,Karen Marie Moning,4.28,106342,327.0,"Fantasy, Urban Fantasy, Paranormal",2008.0,https://www.goodreads.com/book/show/2702704-faefever
Every Day,David Levithan,3.9,240427,322.0,"Young Adult, Romance, Fantasy",2012.0,https://www.goodreads.com/book/show/13262783-every-day
The Great Divorce,C.S. Lewis,4.33,171245,146.0,"Christian, Fiction, Religion",1946.0,https://www.goodreads.com/book/show/25845273-the-great-divorce
All the Pretty Horses,Cormac McCarthy,4.05,137431,302.0,"Fiction, Westerns, Historical Fiction",1992.0,https://www.goodreads.com/book/show/469571.All_the_Pretty_Horses
Tiger's Curse,Colleen Houck,4.05,66378,403.0,"Fantasy, Young Adult, Romance",2011.0,https://www.goodreads.com/book/show/9284655-tiger-s-curse
Silas Marner,George Eliot,3.69,91108,262.0,"Classics, Fiction, Literature",1861.0,https://www.goodreads.com/book/show/54539.Silas_Marner
The Warm Hands of Ghosts,Katherine Arden,3.98,25682,325.0,"Historical Fiction, Fantasy, Fiction",2024.0,https://www.goodreads.com/book/show/154462576-the-warm-hands-of-ghosts
The Awakening / The Struggle,L.J. Smith,3.68,93271,492.0,"Young Adult, Vampires, Fantasy",1991.0,https://www.goodreads.com/book/show/395871.The_Awakening_The_Struggle
Running with Scissors,Augusten Burroughs,3.77,398762,336.0,"Memoir, Nonfiction, Biography",2002.0,https://www.goodreads.com/book/show/242006.Running_with_Scissors
Heartstopper: Volume Three,Alice Oseman,4.55,481185,384.0,"Graphic Novels, LGBT, Young Adult",2020.0,https://www.goodreads.com/book/show/43449920-heartstopper
Lucky Son of a Gun,John Conroe,4.46,2276,366.0,"Epic Fantasy, Science Fiction Fantasy, Fantasy",2023.0,https://www.goodreads.com/book/show/203552477-lucky-son-of-a-gun
Journey to the Center of the Earth,Jules Verne,3.85,215606,240.0,"Classics, Science Fiction, Fiction",1864.0,https://www.goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth
Light in August,William Faulkner,3.94,64710,507.0,"Fiction, Literature, Classics",1932.0,https://www.goodreads.com/book/show/10979.Light_in_August
A Doll's House,Henrik Ibsen,3.77,156917,122.0,"Plays, Fiction, Drama",1879.0,https://www.goodreads.com/book/show/37793.A_Doll_s_House
Fantasy Lover,Sherrilyn Kenyon,4.15,94678,337.0,"Romance, Paranormal Romance, Paranormal",1999.0,https://www.goodreads.com/book/show/84136.Fantasy_Lover
Fingersmith,Sarah Waters,4.02,113671,592.0,"Historical Fiction, Fiction, LGBT",2002.0,https://www.goodreads.com/book/show/8913370-fingersmith
Let the Right One In,John Ajvide Lindqvist,4.04,117347,513.0,"Horror, Fiction, Vampires",2004.0,https://www.goodreads.com/book/show/943402.Let_the_Right_One_In
The Waves,Virginia Woolf,4.15,49546,297.0,"Classics, Fiction, Literature",1931.0,https://www.goodreads.com/book/show/46114.The_Waves
Suzanne's Diary for Nicholas,James Patterson,4.17,153444,289.0,"Romance, Fiction, Chick Lit",2001.0,https://www.goodreads.com/book/show/7494.Suzanne_s_Diary_for_Nicholas
Accidental Mystic,Phoebe Ravencraft,4.2,1861,272.0,"Science Fiction Fantasy, Magic, Fantasy",2021.0,https://www.goodreads.com/book/show/59961135-accidental-mystic
Unearthly,Cynthia Hand,4.01,128298,435.0,"Young Adult, Fantasy, Angels",2011.0,https://www.goodreads.com/book/show/7488244-unearthly
The Client,John Grisham,4.06,456546,483.0,"Fiction, Thriller, Mystery",1993.0,https://www.goodreads.com/book/show/5359.The_Client
Kingdom of Ash,Sarah J. Maas,4.71,892578,984.0,"Romance, Young Adult, Romantasy",2018.0,https://www.goodreads.com/book/show/76715522-kingdom-of-ash
The Tempest,William Shakespeare,3.78,220368,218.0,"Classics, Plays, Drama",1611.0,https://www.goodreads.com/book/show/12985.The_Tempest
The Far Pavilions,M.M. Kaye,4.2,44720,958.0,"Historical Fiction, Fiction, India",1978.0,https://www.goodreads.com/book/show/10222.The_Far_Pavilions
Code Yellow in Gretna Green,Linzi Day,4.62,3167,776.0,"Fantasy, Science Fiction Fantasy, Magic",2024.0,https://www.goodreads.com/book/show/209441121-code-yellow-in-gretna-green
Smilla's Sense of Snow,Peter Høeg,3.73,50968,480.0,"Fiction, Mystery, Crime",1992.0,https://www.goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow
Blue Bloods,Melissa de la Cruz,3.7,143240,302.0,"Young Adult, Vampires, Fantasy",2006.0,https://www.goodreads.com/book/show/872333.Blue_Bloods
Dead Witch Walking,Kim Harrison,4.04,128137,416.0,"Urban Fantasy, Fantasy, Paranormal",2004.0,https://www.goodreads.com/book/show/30264.Dead_Witch_Walking
Songs of Innocence and of Experience,William Blake,4.09,50758,56.0,"Classics, Fiction, 18th Century",1794.0,https://www.goodreads.com/book/show/171547.Songs_of_Innocence_and_of_Experience
The Last of the Mohicans,James Fenimore Cooper,3.7,100618,410.0,"Classics, Fiction, Historical Fiction",1826.0,https://www.goodreads.com/book/show/38296.The_Last_of_the_Mohicans
The Man in the High Castle,Philip K. Dick,3.59,226529,259.0,"Science Fiction, Fiction, Classics",1962.0,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle
Beastly,Alex Flinn,3.82,177854,336.0,"Fantasy, Young Adult, Romance",2007.0,https://www.goodreads.com/book/show/544891.Beastly
Giovanni’s Room,James Baldwin,4.34,211203,159.0,"Classics, Fiction, LGBT",1956.0,https://www.goodreads.com/book/show/38462.Giovanni_s_Room
گم شده ای در مه,سید مرتضی مصطفوی,3.81,712,82.0,"Fiction, Philosophy, Spirituality",2017.0,https://www.goodreads.com/book/show/40941582
The Pilgrim's Progress,John Bunyan,4.07,151716,324.0,"Fiction, Christian, Christian Fiction",1678.0,https://www.goodreads.com/book/show/29797.The_Pilgrim_s_Progress
Iron Flame,Rebecca Yarros,4.37,2112745,623.0,"Romantasy, Dragons, Audiobook",2023.0,https://www.goodreads.com/book/show/90202302-iron-flame
The Horse Whisperer,Nicholas Evans,3.85,60395,451.0,"Fiction, Romance, Animals",1995.0,https://www.goodreads.com/book/show/479415.The_Horse_Whisperer
Eugene Onegin,Alexander Pushkin,4.1,68303,240.0,"Classics, Poetry, Russia",1833.0,https://www.goodreads.com/book/show/27822.Eugene_Onegin
Legendborn,Tracy Deonn,4.32,167532,502.0,"Fantasy, Young Adult, Romance",2020.0,https://www.goodreads.com/book/show/50892338-legendborn
Along for the Ride,Sarah Dessen,4.03,210446,383.0,"Young Adult, Romance, Contemporary",2009.0,https://www.goodreads.com/book/show/5664985-along-for-the-ride
"God Is the Cure, Love Is the Answer: A Memoir",Aimee Cabo Nikolov,4.3,17375,154.0,"Nonfiction, Contemporary, True Story",2018.0,https://www.goodreads.com/book/show/64653012-god-is-the-cure-love-is-the-answer
"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",Nancy E. Turner,4.36,79555,384.0,"Historical Fiction, Book Club, Fiction",1998.0,https://www.goodreads.com/book/show/348225.These_Is_My_Words
Requiem for a Dream,Hubert Selby Jr.,4.11,62830,279.0,"Fiction, Classics, Thriller",1978.0,https://www.goodreads.com/book/show/46945.Requiem_for_a_Dream
"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Eight Political Wives",Anne Michaud,4.29,12634,199.0,"Nonfiction, Politics, History",,https://www.goodreads.com/book/show/58524608-why-they-stay
Valley of the Dolls,Jacqueline Susann,3.85,73970,448.0,"Fiction, Classics, Chick Lit",1966.0,https://www.goodreads.com/book/show/581811.Valley_of_the_Dolls
The Runaway Bunny,Margaret Wise Brown,4.09,85364,48.0,"Picture Books, Childrens, Fiction",1942.0,https://www.goodreads.com/book/show/58922.The_Runaway_Bunny
"The Long Way to a Small, Angry Planet",Becky Chambers,4.18,170946,518.0,"Science Fiction, Fiction, LGBT",2014.0,https://www.goodreads.com/book/show/22733729-the-long-way-to-a-small-angry-planet
Isabella Warrior Queen,Michael G. Kramer,4.3,5534,209.0,"History, Nonfiction, Biography",2023.0,https://www.goodreads.com/book/show/162017068-isabella-warrior-queen
Heretical Fishing,Haylock Jobson,4.31,5756,533.0,"Fantasy, Fiction, Science Fiction Fantasy",2024.0,https://www.goodreads.com/book/show/208099994-heretical-fishing
The Collector,John Fowles,3.97,87656,283.0,"Fiction, Classics, Horror",1963.0,https://www.goodreads.com/book/show/243705.The_Collector
Collected Fictions,Jorge Luis Borges,4.56,24931,565.0,"Fiction, Short Stories, Classics",1998.0,https://www.goodreads.com/book/show/17961.Collected_Fictions
The Guardian,Nicholas Sparks,4.16,188968,224.0,"Romance, Fiction, Chick Lit",2003.0,https://www.goodreads.com/book/show/15925.The_Guardian
Heartstopper: Volume Two,Alice Oseman,4.52,549827,320.0,"Graphic Novels, LGBT, Young Adult",2019.0,https://www.goodreads.com/book/show/43307358-heartstopper
Magician,Raymond E. Feist,4.32,70078,681.0,"Fantasy, Fiction, Epic Fantasy",1982.0,https://www.goodreads.com/book/show/43916.Magician
The Taming of the Shrew,William Shakespeare,3.74,177333,291.0,"Classics, Plays, Fiction",1593.0,https://www.goodreads.com/book/show/47021.The_Taming_of_the_Shrew
And the Mountains Echoed,Khaled Hosseini,4.08,391870,404.0,"Fiction, Historical Fiction, Book Club",2012.0,https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed
Hogfather,Terry Pratchett,4.26,100535,448.0,"Fantasy, Fiction, Humor",1996.0,https://www.goodreads.com/book/show/34532.Hogfather
A Passage to India,E.M. Forster,3.68,83711,376.0,"Fiction, Historical Fiction, Classics",1924.0,https://www.goodreads.com/book/show/45195.A_Passage_to_India
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,4.3,1546,74.0,"Contemporary, Adult, Poetry",2018.0,https://www.goodreads.com/book/show/40593473-finding-hope-in-the-darkness-of-grief
The Erkeley Shadows,Michael Wyndham Thomas,4.3,8607,272.0,"Thriller, Novels, Fiction",2023.0,https://www.goodreads.com/book/show/202369408-the-erkeley-shadows
Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.23,1348027,336.0,"Fiction, Book Club, Contemporary",2017.0,https://www.goodreads.com/book/show/31434883-eleanor-oliphant-is-completely-fine
Slewfoot: A Tale of Bewitchery,Brom,4.24,68348,305.0,"Horror, Fantasy, Historical Fiction",2021.0,https://www.goodreads.com/book/show/56179372-slewfoot
Dirk Gently's Holistic Detective Agency,Douglas Adams,3.97,145585,306.0,"Science Fiction, Fiction, Fantasy",1987.0,https://www.goodreads.com/book/show/365.Dirk_Gently_s_Holistic_Detective_Agency
Eleven Minutes,Paulo Coelho,3.71,185837,273.0,"Fiction, Romance, Novels",2003.0,https://www.goodreads.com/book/show/1430.Eleven_Minutes
Winter Garden,Kristin Hannah,4.28,366016,394.0,"Historical Fiction, Fiction, Book Club",2010.0,https://www.goodreads.com/book/show/6668467-winter-garden
Momo,Michael Ende,4.34,90062,304.0,"Fantasy, Fiction, Classics",1973.0,https://www.goodreads.com/book/show/68811.Momo
The Devil Wears Prada,Lauren Weisberger,3.81,918261,384.0,"Chick Lit, Fiction, Contemporary",2003.0,https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada
Just Love Her,Raz Mihal,4.3,6263,240.0,"Self Help, Nonfiction, Personal Development",,https://www.goodreads.com/book/show/216474926-just-love-her
Hex Hall,Rachel Hawkins,3.92,143100,323.0,"Fantasy, Young Adult, Paranormal",2010.0,https://www.goodreads.com/book/show/5287473-hex-hall
House of Vampires and Flame,Meg Xuemei X,4.13,4580,422.0,"Fantasy, Vampires, Magic",2023.0,https://www.goodreads.com/book/show/197375895-house-of-vampires-and-flame
The Short Second Life of Bree Tanner,Stephenie Meyer,3.52,235142,178.0,"Fantasy, Young Adult, Vampires",2009.0,https://www.goodreads.com/book/show/7937462-the-short-second-life-of-bree-tanner
The Hollow Places,T. Kingfisher,3.79,46537,341.0,"Horror, Fantasy, Fiction",2020.0,https://www.goodreads.com/book/show/50892288-the-hollow-places
Point of Retreat,Colleen Hoover,4.11,278654,322.0,"Romance, New Adult, Young Adult",2012.0,https://www.goodreads.com/book/show/19390926-point-of-retreat
Forbidden,Tabitha Suzuma,3.96,74878,418.0,"Romance, Young Adult, Contemporary",2010.0,https://www.goodreads.com/book/show/7600924-forbidden
Germinal,Émile Zola,4.2,40925,592.0,"Classics, Fiction, France",1885.0,https://www.goodreads.com/book/show/28407.Germinal
Percy Jackson and the Olympians,Rick Riordan,4.54,46069,1032.0,"Fantasy, Young Adult, Mythology",2008.0,https://www.goodreads.com/book/show/3165162-percy-jackson-and-the-olympians
A Bend in the Road,Nicholas Sparks,4.05,164436,341.0,"Romance, Fiction, Chick Lit",2001.0,https://www.goodreads.com/book/show/3463.A_Bend_in_the_Road
Factotum,Charles Bukowski,3.92,73636,205.0,"Fiction, Classics, Novels",1975.0,https://www.goodreads.com/book/show/497199.Factotum
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,4.06,279794,230.0,"Young Adult, Fiction, Contemporary",2007.0,https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian
Invisible Cities,Italo Calvino,4.11,91826,165.0,"Fiction, Classics, Fantasy",1972.0,https://www.goodreads.com/book/show/9809.Invisible_Cities
Notes from Underground,Fyodor Dostoevsky,4.17,200749,136.0,"Fiction, Philosophy, Russia",1864.0,https://www.goodreads.com/book/show/49455.Notes_from_Underground
The Razor’s Edge,W. Somerset Maugham,4.19,51767,314.0,"Fiction, Literature, Classics",1944.0,https://www.goodreads.com/book/show/31196.The_Razor_s_Edge
The Great Alone,Kristin Hannah,4.45,1022198,435.0,"Fiction, Historical Fiction, Book Club",2018.0,https://www.goodreads.com/book/show/34912895-the-great-alone
Yildun: Worldmaker of Yand,Andri E. Elia,4.39,1588,308.0,"Contemporary, Book Club, Drama",,https://www.goodreads.com/book/show/112932939-yildun
Birdsong,Sebastian Faulks,4.11,82136,483.0,"Historical Fiction, Fiction, War",1993.0,https://www.goodreads.com/book/show/6259.Birdsong
Walks Away Woman,Ki Longfellow,4.37,1178,254.0,"Survival, Adventure, Fiction",2013.0,https://www.goodreads.com/book/show/19405702-walks-away-woman
The Three-Body Problem,Liu Cixin,4.08,445182,472.0,"Science Fiction, Fiction, Audiobook",2006.0,https://www.goodreads.com/book/show/20518872-the-three-body-problem
The Blade Itself,Joe Abercrombie,4.22,282544,515.0,"Fantasy, Fiction, Audiobook",2006.0,https://www.goodreads.com/book/show/944073.The_Blade_Itself
Death Leaves a Shadow,Gabriel F.W. Koch,4.3,16376,262.0,"Novels, Fiction, Drama",,https://www.goodreads.com/book/show/54183020-death-leaves-a-shadow
Outliers: The Story of Success,Malcolm Gladwell,4.19,835955,309.0,"Nonfiction, Psychology, Business",2008.0,https://www.goodreads.com/book/show/3228917-outliers
Illuminae,Amie Kaufman,4.24,157569,608.0,"Science Fiction, Young Adult, Romance",2015.0,https://www.goodreads.com/book/show/23395680-illuminae
Timeline,Michael Crichton,3.87,213029,489.0,"Science Fiction, Fiction, Time Travel",1999.0,https://www.goodreads.com/book/show/7669.Timeline
Passions in Death,J.D. Robb,4.29,19129,359.0,"Mystery, Crime, Fiction",2024.0,https://www.goodreads.com/book/show/203578776-passions-in-death
Alias Grace,Margaret Atwood,4.04,151688,468.0,"Historical Fiction, Fiction, Mystery",1996.0,https://www.goodreads.com/book/show/72579.Alias_Grace
Swan Song,Robert McCammon,4.3,73025,956.0,"Horror, Fiction, Post Apocalyptic",1987.0,https://www.goodreads.com/book/show/11557.Swan_Song
Pretty Little Liars,Sara Shepard,3.84,209834,286.0,"Young Adult, Mystery, Fiction",2006.0,https://www.goodreads.com/book/show/162085.Pretty_Little_Liars
At Grave's End,Jeaniene Frost,4.29,91606,342.0,"Vampires, Paranormal, Urban Fantasy",2008.0,https://www.goodreads.com/book/show/3570231-at-grave-s-end
Perron Manor,Lee Mountford,4.11,9179,320.0,"Horror, Paranormal, Thriller",2020.0,https://www.goodreads.com/book/show/55446843-perron-manor
Book of Night,Holly Black,3.54,79629,304.0,"Fantasy, Urban Fantasy, Fiction",2022.0,https://www.goodreads.com/book/show/58293924-book-of-night
The Tale of Despereaux,Kate DiCamillo,4.07,208591,272.0,"Fantasy, Fiction, Childrens",2003.0,https://www.goodreads.com/book/show/37190.The_Tale_of_Despereaux
Anansi Boys,Neil Gaiman,4.04,227777,387.0,"Fantasy, Fiction, Urban Fantasy",2005.0,https://www.goodreads.com/book/show/2744.Anansi_Boys
Wicked Saints,Emily A. Duncan,3.56,32408,385.0,"Fantasy, Young Adult, Young Adult Fantasy",2019.0,https://www.goodreads.com/book/show/36118682-wicked-saints
"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,4.29,51229,777.0,"Science, Nonfiction, Philosophy",1979.0,https://www.goodreads.com/book/show/24113.G_del_Escher_Bach
The Iron Queen,Julie Kagawa,4.19,108522,384.0,"Fantasy, Young Adult, Romance",2011.0,https://www.goodreads.com/book/show/8685612-the-iron-queen
The Pelican Brief,John Grisham,4.06,440412,400.0,"Fiction, Thriller, Mystery",1992.0,https://www.goodreads.com/book/show/32499.The_Pelican_Brief
Lock and Key,Sarah Dessen,3.99,151628,432.0,"Young Adult, Romance, Contemporary",2008.0,https://www.goodreads.com/book/show/1295102.Lock_and_Key
All the Murmuring Bones,A.G. Slatter,3.92,11462,337.0,"Fantasy, Horror, Gothic",2021.0,https://www.goodreads.com/book/show/55302933-all-the-murmuring-bones
The Forgotten Palace,Alexandra Walsh,4.19,3373,365.0,"Historical Fiction, Fiction, Young Adult Romance",2023.0,https://www.goodreads.com/book/show/67993636-the-forgotten-palace
Lover Enshrined,J.R. Ward,4.11,120522,560.0,"Romance, Paranormal, Paranormal Romance",2008.0,https://www.goodreads.com/book/show/1240662.Lover_Enshrined
Jaws,Peter Benchley,3.95,171268,368.0,"Horror, Fiction, Thriller",1974.0,https://www.goodreads.com/book/show/126232.Jaws
Origin,Jennifer L. Armentrout,4.32,116762,374.0,"Young Adult, Fantasy, Romance",2013.0,https://www.goodreads.com/book/show/13644052-origin
Ubik,Philip K. Dick,4.11,117029,288.0,"Science Fiction, Fiction, Classics",1969.0,https://www.goodreads.com/book/show/22590.Ubik
A Gentleman in Moscow,Amor Towles,4.32,623906,462.0,"Historical Fiction, Fiction, Book Club",2016.0,https://www.goodreads.com/book/show/34066798-a-gentleman-in-moscow
Maus I: Un Survivant Raconte: Mon Père Saigne L'histoire,Art Spiegelman,4.39,359150,159.0,"Graphic Novels, Comics, History",1986.0,https://www.goodreads.com/book/show/40490167-maus-i
Ankle Snatcher,Grady Hendrix,3.71,24669,29.0,"Horror, Short Stories, Audiobook",2023.0,https://www.goodreads.com/book/show/195945776-ankle-snatcher
The Wrong Daughter,Dandy Smith,4.02,50845,353.0,"Thriller, Mystery, Fiction",2024.0,https://www.goodreads.com/book/show/199551453-the-wrong-daughter
Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,Steve Snyder,4.21,8597,376.0,"History, Nonfiction, Military Fiction",2014.0,https://www.goodreads.com/book/show/22881898-shot-down
